"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Deep Bay","DM2","2013-03-18","1","Surface Water","1.4","0.36","11","60","4.6","190","350","1.1","0.11","0.11","7.3","11","21.2","0.5","3.6","30","22.7","1.57","0.93","2.14","0.23","30.8","0.003","6.2"
"Deep Bay","DM2","2013-04-12","1","Surface Water","0.8","0.86","0.6","69","5.6","850","1200","0.85","0.15","0.1","7.3","0.5","20.7","0.2","3.9","8.4","19.6","1.86","1.2","2.2","0.13","11.1","0.006","1.4"
"Deep Bay","DM2","2013-05-15","1","Surface Water","1.5","0.79","3.1","74","5.4","77","200","1.1","0.24","0.17","7.4","2.9","15.8","1","7.6","27","27.6","2.13","1.1","2.44","0.21","22.5","0.014","3.7"
"Deep Bay","DM2","2013-06-24","1","Surface Water","3.4","4.2","2.5","27","2","270000","630000","0.22","0.12","0.31","7.2","2.6","9.3","1","11","21","28.6","4.54","5.6","5.94","0.52","18.7","0.048","4.6"
"Deep Bay","DM2","2013-07-11","1","Surface Water","1.6","1.2","2.1","48","3.4","50","91","0.94","0.4","0.25","7.5","4.8","7.7","0.5","10","24","30.3","2.54","1.8","3.14","0.28","25.5","0.033","3.5"
"Deep Bay","DM2","2013-08-07","1","Surface Water","2.7","1.8","6.5","74","5.2","3200","7000","0.45","0.32","0.2","7.5","2","9","1","9.4","23","31.7","2.57","2.7","3.47","0.29","13.8","0.047","3.5"
"Deep Bay","DM2","2013-09-05","1","Surface Water","1.8","2.9","2.2","41","3.2","15000","38000","0.39","0.16","0.19","7.4","2.1","1.9","0.5","9.3","21","26.7","3.45","3.6","4.15","0.27","26.4","0.044","3.9"
"Deep Bay","DM2","2013-10-07","1","Surface Water","2.4","0.89","5.9","72","5.1","720","1800","0.63","0.34","0.2","7.7","3.2","20.2","0.8","6.9","40","27.1","1.86","1.3","2.27","0.24","28.4","0.025","6"
"Deep Bay","DM2","2013-11-06","1","Surface Water","1.7","0.73","3.4","63","4.6","1800","3300","0.8","0.27","0.18","7.9","3.7","22.5","1","3.6","24","24.6","1.8","1.1","2.17","0.21","13.2","0.025","4.2"
"Deep Bay","DM2","2013-12-11","1","Surface Water","4","6","5.7","37","3.1","210000","270000","1.6","0.75","0.33","7.1","5","14.6","0.5","12","22","19.7","8.35","6.9","9.25","0.46","19.9","0.027","4.3"
"Deep Bay","DM3","2013-01-09","1","Surface Water","5.9","0.079","78","197","16.1","32","46","0.67","0.15","0.005","8.2","13","28","1","0.07","16","16.9","0.9","0.72","1.54","0.09","11.3","0.003","8.4"
"Deep Bay","DM3","2013-02-02","1","Surface Water","1.5","0.25","10","121","9.4","7","9","0.59","0.13","0.032","7.9","5.7","26.5","1","0.34","13","20.4","0.97","0.76","1.48","0.1","9.6","0.007","2.8"
"Deep Bay","DM3","2013-03-18","1","Surface Water","1","0.23","5.6","77","5.8","10","30","0.71","0.068","0.041","7.6","3.6","24.7","1","1.9","4.5","22.4","1.01","0.47","1.25","0.08","5.4","0.003","1.5"
"Deep Bay","DM3","2013-04-12","1","Surface Water","0.6","0.69","0.5","70","5.6","390","510","0.82","0.13","0.079","7.4","0.5","21.6","0.2","3.2","11","19.7","1.64","0.9","1.85","0.09","8.6","0.006","2.2"
"Deep Bay","DM3","2013-05-15","1","Surface Water","0.6","0.41","2.5","76","5.6","33","74","1.3","0.24","0.055","7.5","1.2","15.7","1","6","4.1","26.5","1.95","0.56","2.1","0.09","6.2","0.008","3.5"
"Deep Bay","DM3","2013-06-24","1","Surface Water","1.2","0.54","1.1","67","4.8","610","1000","0.79","0.13","0.12","7.4","2.2","15.6","1","6.5","29","28.7","1.46","0.89","1.81","0.19","14.5","0.011","17"
"Deep Bay","DM3","2013-07-11","1","Surface Water","0.7","0.28","1.5","77","5.4","19","70","1.2","0.13","0.098","7.9","1.1","11.7","0.8","7.6","6.8","30.8","1.61","0.58","1.91","0.12","7.9","0.017","1.6"
"Deep Bay","DM3","2013-08-07","1","Surface Water","0.9","0.31","1.3","65","4.5","32","100","0.95","0.28","0.084","7.5","0.5","14.9","1","5.8","8.4","30.4","1.54","0.58","1.81","0.12","8.3","0.008","1.1"
"Deep Bay","DM3","2013-09-05","1","Surface Water","0.8","0.49","1.7","68","5","640","2600","0.82","0.17","0.094","7.6","1.3","13.2","0.8","6.6","4.2","27.4","1.48","0.65","1.64","0.11","6.2","0.014","0.9"
"Deep Bay","DM3","2013-10-07","1","Surface Water","0.5","0.19","2.5","80","5.5","5","11","0.53","0.14","0.1","7.9","1","24.5","1.3","3.8","16","27.6","0.86","0.64","1.31","0.12","12.1","0.008","2.4"
"Deep Bay","DM3","2013-11-06","1","Surface Water","0.8","0.22","<0.2","85","6.1","140","490","0.55","0.12","0.098","8.2","0.8","26","1.5","1.7","13","24.4","0.89","0.4","1.07","0.11","8.6","0.014","2.9"
"Deep Bay","DM3","2013-12-11","1","Surface Water","0.8","0.89","1.3","80","6.3","290","490","1","0.19","0.14","7.5","0.8","25.1","1","5.4","16","19.4","2.08","1.1","2.29","0.15","11.3","0.008","2.5"
"Deep Bay","DM4","2013-01-09","1","Surface Water","3","0.12","37","158","12.6","3","6","0.5","0.097","0.013","8","7","29.9","1.5","0.68","8.1","17.5","0.72","0.32","0.92","0.05","6.4","0.003","3.5"
"Deep Bay","DM4","2013-01-09","1","Bottom Water","2.1","0.18","27","122","9.7","10","10","0.44","0.078","0.019","7.8","3.3","30.8","1.5","0.9","7.1","17.5","0.7","0.45","0.97","0.06","6.4","0.003","3"
"Deep Bay","DM4","2013-02-02","1","Surface Water","0.5","0.51","1.9","89","7","65","82","0.77","0.097","0.04","7.7","0.5","25.1","1","2.1","11","19.6","1.38","0.78","1.65","0.07","5.9","0.008","1.9"
"Deep Bay","DM4","2013-02-02","1","Bottom Water","0.6","0.49","1.7","93","7.4","80","120","0.75","0.093","0.045","7.7","0.9","25.7","1","2","7.3","19.4","1.33","0.78","1.62","0.07","6.5","0.008","1.8"
"Deep Bay","DM4","2013-03-18","1","Surface Water","0.5","0.28","2.7","85","6.5","2","11","0.72","0.078","0.038","7.6","0.5","24.8","1","1.8","2.3","21.8","1.08","0.5","1.3","0.06","3.7","0.004","0.8"
"Deep Bay","DM4","2013-03-18","1","Bottom Water","0.5","0.29","2.2","81","6.2","80","150","0.66","0.071","0.035","7.5","0.4","25.4","1","1.7","5.7","21.6","1.02","0.43","1.16","0.06","6","0.004","1.2"
"Deep Bay","DM4","2013-04-12","1","Surface Water","0.4","0.52","0.6","76","6","930","1500","0.75","0.12","0.052","7.5","<0.2","23.2","0.5","3.1","3.2","20","1.39","0.77","1.64","0.07","4.8","0.006","0.8"
"Deep Bay","DM4","2013-04-12","1","Bottom Water","0.4","0.46","0.3","78","6.2","880","1100","0.72","0.11","0.048","7.5","0.2","24.2","0.5","2.8","4.4","20","1.29","0.64","1.47","0.06","5.5","0.005","0.7"
"Deep Bay","DM4","2013-05-15","1","Surface Water","0.6","0.34","0.9","86","6.4","51","140","1.4","0.28","0.042","7.6","0.7","14.1","1","6.3","2.8","26","2.02","0.5","2.18","0.07","4.3","0.009","0.9"
"Deep Bay","DM4","2013-05-15","1","Bottom Water","0.4","0.32","1.3","84","6.2","150","290","1.1","0.2","0.04","7.6","0.7","18.7","1","4.9","1.8","25.5","1.62","0.47","1.77","0.05","3.5","0.007","<0.5"
"Deep Bay","DM4","2013-06-24","1","Surface Water","0.6","0.33","0.8","71","5.1","440","940","0.85","0.13","0.057","7.7","<0.2","15.8","1","5.5","7.6","28.1","1.31","0.61","1.59","0.08","9.1","0.01","1.2"
"Deep Bay","DM4","2013-06-24","1","Bottom Water","0.7","0.3","0.9","69","4.9","600","1100","0.83","0.13","0.056","7.7","1.8","16.3","1","5.4","16","28.2","1.26","0.45","1.41","0.09","12.3","0.009","2"
"Deep Bay","DM4","2013-07-11","1","Surface Water","1","0.14","1.7","85","6","8","36","1.2","0.094","0.057","8.1","1.2","13.7","0.8","6.5","3.1","30.3","1.43","0.41","1.7","0.08","3.7","0.012","1"
"Deep Bay","DM4","2013-07-11","1","Bottom Water","0.4","0.12","0.9","79","5.6","220","460","0.97","0.073","0.048","8","0.8","16.5","0.8","5.2","8.4","29.2","1.16","0.55","1.59","0.07","4.5","0.009","1.1"
"Deep Bay","DM4","2013-08-07","1","Surface Water","0.9","0.23","0.6","67","4.6","25","47","0.88","0.28","0.05","7.6","0.4","16.4","1","5.2","7.5","30","1.39","0.48","1.64","0.09","6.3","0.008","1.7"
"Deep Bay","DM4","2013-08-07","1","Bottom Water","0.9","0.21","0.3","67","4.6","92","210","0.93","0.27","0.063","7.6","0.8","16.6","1","4.9","9.6","29.8","1.41","0.47","1.67","0.1","6.3","0.007","1.8"
"Deep Bay","DM4","2013-09-05","1","Surface Water","0.8","0.43","1.5","66","4.8","550","1100","0.81","0.15","0.07","7.7","0.6","15.9","1.5","6.2","3.2","27.2","1.39","0.62","1.58","0.08","3.6","0.013","0.7"
"Deep Bay","DM4","2013-09-05","1","Bottom Water","0.9","0.28","1","61","4.4","250","750","0.68","0.11","0.052","7.7","0.8","18.1","1.5","5","7.6","27.1","1.07","0.44","1.23","0.06","4.6","0.007","1"
"Deep Bay","DM4","2013-10-07","1","Surface Water","0.6","0.083","1.7","78","5.3","330","620","0.48","0.24","0.046","8.1","<0.2","24.3","0.6","3.6","22","27.7","0.8","0.36","1.08","0.07","14.8","0.005","3.2"
"Deep Bay","DM4","2013-10-07","1","Bottom Water","0.5","0.084","1.7","78","5.4","510","850","0.45","0.22","0.044","8.1","0.5","24.8","0.6","3.4","27","27.6","0.75","0.23","0.9","0.06","19.5","0.005","3.1"
"Deep Bay","DM4","2013-11-06","1","Surface Water","0.9","0.18","0.9","84","5.9","570","1100","0.38","0.11","0.041","8.3","0.8","27.6","1.2","1.8","11","25.4","0.67","0.32","0.81","0.06","7.9","0.015","1.7"
"Deep Bay","DM4","2013-11-06","1","Bottom Water","0.4","0.17","1.8","81","5.7","560","980","0.37","0.11","0.04","8.3","1.5","27.8","1.2","1.8","15","25.1","0.65","0.33","0.81","0.06","12.5","0.014","3.1"
"Deep Bay","DM4","2013-12-11","1","Surface Water","0.6","0.44","1.2","82","6.4","32","54","0.78","0.11","0.085","7.6","1.1","27.4","1","3.5","6","19.9","1.33","0.54","1.43","0.1","5.5","0.005","1"
"Deep Bay","DM4","2013-12-11","1","Bottom Water","0.4","0.33","1.1","82","6.3","80","140","0.6","0.079","0.068","7.6","1","28.1","1","3.1","12","19.9","1.01","0.44","1.12","0.09","5.4","0.004","1.9"
"Deep Bay","DM5","2013-01-09","1","Surface Water","1.2","0.16","12","111","8.7","61","69","0.22","0.032","0.014","7.9","1.6","31.9","1.8","0.67","5.2","18.2","0.41","0.3","0.55","0.04","5.3","0.003","1.8"
"Deep Bay","DM5","2013-01-09","1","Middle Water","1.2","0.15","7.9","104","8.1","92","120","0.21","0.029","0.015","7.8","0.6","32.6","1.8","0.61","5.9","18.3","0.39","0.31","0.55","0.04","3.6","0.003","1.6"
"Deep Bay","DM5","2013-01-09","1","Bottom Water","0.8","0.15","7.9","100","7.7","260","320","0.15","0.02","0.018","7.8","<0.2","33","1.8","0.58","2.2","18.4","0.32","0.3","0.47","0.04","3.4","0.003","1.3"
"Deep Bay","DM5","2013-02-02","1","Surface Water","0.8","0.37","1.4","93","7.3","190","240","0.58","0.067","0.025","7.7","0.7","27.2","2","1.6","3.1","19.3","1.02","0.69","1.34","0.07","4.3","0.006","0.9"
"Deep Bay","DM5","2013-02-02","1","Middle Water","2.8","0.29","1.5","93","7.3","560","750","0.47","0.052","0.03","7.8","0.7","28.5","2","1.2","4.5","19.1","0.81","0.53","1.05","0.06","3.2","0.005","0.9"
"Deep Bay","DM5","2013-02-02","1","Bottom Water","0.6","0.25","1.6","94","7.3","510","750","0.42","0.047","0.026","7.8","0.9","29.1","2","1","8.8","19.1","0.72","0.48","0.95","0.06","7.6","0.004","1.6"
"Deep Bay","DM5","2013-03-18","1","Surface Water","0.5","0.3","2.1","86","6.5","160","300","0.7","0.078","0.009","7.6","<0.2","27.1","1.5","1.8","3.8","21.2","1.08","0.52","1.3","0.05","4.2","0.004","1.2"
"Deep Bay","DM5","2013-03-18","1","Middle Water","<0.1","0.22","1.4","88","6.6","1100","2600","0.4","0.042","0.005","7.6","<0.2","29.3","1.5","0.96","3.4","21","0.66","0.41","0.85","0.04","3.6","0.003","0.8"
"Deep Bay","DM5","2013-03-18","1","Bottom Water","<0.1","0.2","1.6","87","6.6","2400","4700","0.34","0.035","0.023","7.6","<0.2","29.5","1.5","0.84","7.6","20.7","0.58","0.29","0.67","0.04","6.3","0.003","1.2"
"Deep Bay","DM5","2013-04-12","1","Surface Water","0.3","0.4","0.4","83","6.5","80","150","0.64","0.098","0.036","7.6","0.5","25.2","0.7","2.5","3.2","20","1.14","0.58","1.32","0.05","4.5","0.005","0.6"
"Deep Bay","DM5","2013-04-12","1","Middle Water","0.3","0.35","0.5","83","6.4","200","280","0.58","0.083","0.03","7.6","<0.2","27.5","0.7","2.2","4.1","19.9","1.01","0.56","1.22","0.06","5.1","0.005","0.7"
"Deep Bay","DM5","2013-04-12","1","Bottom Water","0.4","0.26","0.6","85","6.5","160","270","0.41","0.056","0.025","7.7","<0.2","28.5","0.7","1.6","5.2","20","0.73","0.43","0.9","0.05","7.1","0.004","0.8"
"Deep Bay","DM5","2013-05-15","1","Surface Water","0.4","0.31","1.7","86","6.3","47","97","1.2","0.23","0.038","7.7","0.7","17.6","1","5.1","2.8","26","1.74","0.42","1.85","0.06","4.2","0.009","0.8"
"Deep Bay","DM5","2013-05-15","1","Middle Water","0.4","0.28","1","83","6","390","870","0.95","0.17","0.032","7.7","0.7","24.4","1","4.1","3","24.9","1.4","0.41","1.53","0.05","3.3","0.007","0.7"
"Deep Bay","DM5","2013-05-15","1","Bottom Water","0.2","0.22","0.8","81","5.8","1900","5400","0.54","0.093","0.023","7.8","0.3","26.7","1","2.7","5.2","24.4","0.85","0.3","0.93","0.05","4.8","0.006","0.9"
"Deep Bay","DM5","2013-06-24","1","Surface Water","0.6","0.23","1.3","81","5.8","350","800","0.73","0.099","0.037","7.8","0.5","16.7","2","4.4","5.8","27.8","1.06","0.37","1.2","0.06","4.6","0.01","1.1"
"Deep Bay","DM5","2013-06-24","1","Middle Water","0.5","0.23","1.3","78","5.5","290","600","0.73","0.1","0.038","7.8","0.4","18.1","2","4.5","5.3","27.9","1.06","0.38","1.21","0.06","5.9","0.009","<0.5"
"Deep Bay","DM5","2013-06-24","1","Bottom Water","0.7","0.24","0.9","72","5.1","380","900","0.72","0.097","0.037","7.9","0.4","19.8","2","4.4","8.1","28","1.06","0.36","1.18","0.06","7.6","0.01","3.8"
"Deep Bay","DM5","2013-07-11","1","Surface Water","1","0.099","1.7","79","5.5","37","87","1","0.071","0.044","8.1","1","16","0.9","5.5","3.1","29.5","1.17","0.31","1.38","0.06","3.2","0.009","1"
"Deep Bay","DM5","2013-07-11","1","Middle Water","0.6","0.1","1.1","66","4.6","390","1000","0.85","0.061","0.038","8.1","0.7","20.8","0.9","4.6","3.6","28.2","1.01","0.29","1.2","0.05","3.8","0.007","1.2"
"Deep Bay","DM5","2013-07-11","1","Bottom Water","0.5","0.097","0.9","61","4.2","1800","4000","0.66","0.05","0.033","8.1","1.2","22.8","0.9","3.6","5.7","27.7","0.81","0.26","0.97","0.06","5","0.006","1"
"Deep Bay","DM5","2013-08-07","1","Surface Water","1.7","0.1","2.6","82","5.7","51","120","1","0.29","0.046","7.8","<0.2","16.7","2","4.7","3.8","29.9","1.39","0.36","1.65","0.07","4.4","0.005","1.1"
"Deep Bay","DM5","2013-08-07","1","Middle Water","1.1","0.081","0.3","75","5.2","78","130","0.95","0.29","0.039","7.8","0.5","18.2","2","4.5","4.5","29.3","1.32","0.3","1.54","0.07","5.1","0.003","0.9"
"Deep Bay","DM5","2013-08-07","1","Bottom Water","0.8","0.09","0.4","63","4.3","170","350","0.84","0.24","0.043","7.8","<0.2","21.3","2","3.9","5.1","28.9","1.17","0.26","1.34","0.06","5.2","0.003","1.1"
"Deep Bay","DM5","2013-09-05","1","Surface Water","1.2","0.35","2.1","92","6.7","450","1000","0.77","0.13","0.055","7.8","<0.2","16.2","1.1","5.7","3","27.1","1.25","0.51","1.41","0.07","4.9","0.014","0.8"
"Deep Bay","DM5","2013-09-05","1","Middle Water","0.9","0.35","1.5","66","4.8","670","1400","0.75","0.13","0.058","7.8","0.4","17.3","1.1","5.6","3.7","27.1","1.23","0.55","1.43","0.07","3.9","0.013","0.7"
"Deep Bay","DM5","2013-09-05","1","Bottom Water","1.2","0.25","0.6","62","4.4","650","1300","0.66","0.11","0.048","7.8","1.1","19.6","1.1","4.8","6","26.9","1.02","0.43","1.2","0.06","3.9","0.008","0.9"
"Deep Bay","DM5","2013-10-07","1","Surface Water","0.6","0.082","2.4","79","5.4","800","1100","0.29","0.13","0.034","8.2","<0.2","27.5","0.8","2.2","7.6","27.7","0.5","0.27","0.69","0.05","5.4","0.006","1.3"
"Deep Bay","DM5","2013-10-07","1","Middle Water","0.7","0.079","2.3","79","5.3","520","1000","0.3","0.13","0.033","8.2","<0.2","27.5","0.8","2.3","7.3","27.7","0.51","0.23","0.66","0.04","5.5","0.006","1.5"
"Deep Bay","DM5","2013-10-07","1","Bottom Water","0.6","0.079","1.9","81","5.5","450","1000","0.29","0.13","0.033","8.2","<0.2","27.6","0.8","2.3","8.2","27.7","0.5","0.3","0.72","0.05","6.5","0.006","1.5"
"Deep Bay","DM5","2013-11-06","1","Surface Water","0.5","0.12","1.3","88","6.1","580","930","0.24","0.077","0.029","8.3","0.6","29.3","1","1.2","8.3","25.3","0.44","0.27","0.59","0.05","6.2","0.011","1.8"
"Deep Bay","DM5","2013-11-06","1","Middle Water","0.4","0.12","2.2","88","6.1","850","1700","0.22","0.073","0.029","8.3","1.1","29.5","1","1.2","9.7","25.2","0.41","0.23","0.52","0.04","7.2","0.011","2"
"Deep Bay","DM5","2013-11-06","1","Bottom Water","0.5","0.1","2.4","88","6.1","900","2200","0.18","0.06","0.023","8.3","1.6","30.1","1","1","18","25.2","0.34","0.27","0.51","0.04","9.2","0.009","3.2"
"Deep Bay","DM5","2013-12-11","1","Surface Water","0.5","0.36","0.8","83","6.5","310","560","0.73","0.092","0.049","7.7","0.4","26.2","1.1","3.7","5.7","20","1.18","0.47","1.29","0.06","5.7","0.005","1"
"Deep Bay","DM5","2013-12-11","1","Middle Water","0.4","0.28","0.9","83","6.3","1200","1500","0.57","0.071","0.047","7.7","0.3","29","1.1","3.1","5.3","20.6","0.92","0.4","1.04","0.06","4.2","0.004","0.8"
"Deep Bay","DM5","2013-12-11","1","Bottom Water","0.1","0.29","0.4","83","6.3","710","1100","0.58","0.073","0.046","7.7","0.2","29.4","1.1","3.2","6.1","20.6","0.94","0.38","1.03","0.06","4.4","0.005","1.1"
"Eastern Buffer","EM1","2013-01-11","1","Surface Water","0.5","0.055","0.9","99","7.7","26","53","0.11","0.01","0.02","8","0.3","32.8","3.8","0.82","1.4","17.7","0.18","0.16","0.28","0.03","5.7","0.001","0.7"
"Eastern Buffer","EM1","2013-01-11","1","Middle Water","0.4","0.049","1.3","99","7.7","16","22","0.11","0.011","0.018","8","<0.2","32.9","3.8","0.83","1.2","17.6","0.17","0.14","0.26","0.03","6.1","0.001","0.6"
"Eastern Buffer","EM1","2013-01-11","1","Bottom Water","0.4","0.051","0.7","98","7.7","65","85","0.1","0.011","0.018","8","<0.2","32.9","3.8","0.82","1.3","17.5","0.16","0.39","0.5","0.04","7","0.001","0.6"
"Eastern Buffer","EM1","2013-02-23","1","Surface Water","1.2","0.027","3","103","8","89","110","0.086","0.01","0.012","7.9","<0.2","32.1","2.6","0.46","1.2","18","0.12","0.15","0.25","0.02","1.4","<0.001","0.7"
"Eastern Buffer","EM1","2013-02-23","1","Middle Water","1.2","0.027","3.2","107","8.3","87","100","0.086","0.01","0.011","7.9","<0.2","32.1","2.6","0.45","0.6","18","0.12","0.25","0.35","0.03","1.1","<0.001","<0.5"
"Eastern Buffer","EM1","2013-02-23","1","Bottom Water","1.4","0.036","3","106","8.3","74","91","0.086","0.01","0.012","7.9","0.5","32.1","2.6","0.45","1.1","18","0.13","0.17","0.27","0.04","1.2","<0.001","0.7"
"Eastern Buffer","EM1","2013-03-15","1","Surface Water","0.2","0.037","2.6","100","7.6","3","10","0.064","0.006","0.005","7.8","<0.2","32.6","3","0.34","0.5","19","0.11","0.08","0.15","0.04","1","<0.001","<0.5"
"Eastern Buffer","EM1","2013-03-15","1","Middle Water","0.2","0.038","2.3","104","7.9","6","9","0.042","0.005","0.005","7.8","0.4","32.6","3","0.34","0.6","19","0.09","0.1","0.15","0.03","0.9","<0.001","<0.5"
"Eastern Buffer","EM1","2013-03-15","1","Bottom Water","<0.1","0.037","2.4","101","7.7","3","8","0.039","0.006","0.004","7.8","0.3","32.6","3","0.34","<0.5","19","0.08","0.18","0.23","0.03","0.9","<0.001","<0.5"
"Eastern Buffer","EM1","2013-04-03","1","Surface Water","0.8","0.043","0.9","95","7.2","25","31","0.026","0.003","0.007","8.1","<0.2","32.7","4.5","0.27","1","19.8","0.07","0.13","0.16","0.03","0.5","0.001","0.8"
"Eastern Buffer","EM1","2013-04-03","1","Middle Water","0.9","0.044","2.4","95","7.2","10","10","0.024","0.002","0.006","8.1","<0.2","32.7","4.5","0.26","<0.5","19.8","0.07","0.13","0.16","0.03","0.5","0.001","<0.5"
"Eastern Buffer","EM1","2013-04-03","1","Bottom Water","0.2","0.053","1.6","95","7.1","24","27","0.023","0.003","0.007","8.1","<0.2","32.8","4.5","0.28","<0.5","19.8","0.08","0.12","0.15","0.03","0.8","0.002","<0.5"
"Eastern Buffer","EM1","2013-05-03","1","Surface Water","0.3","0.036","1.9","93","6.7","51","72","0.028","0.005","0.008","8","0.3","33.3","2.5","0.34","2.7","21.7","0.07","0.32","0.35","0.04","1.9","0.001","0.8"
"Eastern Buffer","EM1","2013-05-03","1","Middle Water","0.3","0.032","1.4","93","6.7","150","250","0.027","0.004","0.01","8","0.3","33.3","2.5","0.33","2.4","21.7","0.06","0.2","0.23","0.03","2","0.001","0.6"
"Eastern Buffer","EM1","2013-05-03","1","Bottom Water","0.1","0.01","1.3","93","6.7","52","100","0.006","0.008","0.008","8","<0.2","33.4","2.5","0.32","6.5","21.7","0.02","0.21","0.22","0.03","5","<0.001","0.9"
"Eastern Buffer","EM1","2013-06-04","1","Surface Water","1.5","0.82","6.2","115","7.9","2300","4800","0.092","0.035","0.039","8.1","3.2","30.1","3","0.47","2.3","25.7","0.95","2.1","2.23","0.24","1.4","0.047","1.5"
"Eastern Buffer","EM1","2013-06-04","1","Middle Water","0.4","0.012","1.6","59","4.1","140","310","0.069","0.039","0.014","7.9","1.4","33.7","3","0.93","1.8","23.5","0.12","0.05","0.16","0.03","2","<0.001","0.5"
"Eastern Buffer","EM1","2013-06-04","1","Bottom Water","0.4","<0.005","0.3","56","3.9","11","31","0.067","0.037","0.014","7.9","0.9","33.9","3","1.1","1.9","23.4","0.11","<0.05","0.15","0.03","1.9","<0.001","<0.5"
